    009.497299,      000095.879,      000013.57191,  00014.580945,     0018.5036582
0092.74315,      000074.3554,  000091.5404,    00000095.609,  82.657055
     057.3035311,      68.78408956,    0075.2642633,      00085.40561,   15.00658532
   81.80474844,      0075.220086,      074.42072246, 000002.15275,99.030387
00000057.829,  0043.843,0000045.09, 41.65720774,  0005.3647234
3.673943472,     0065.3157071,  027.6185,     053.1265256,      73.81060509
000056.18986,   000078.27341,0000046.6845,   00011.263019,     55.5439131
 18.60325185,     0052.9567494, 000022.91,      62.721244,    0000035.4876
   0027.87956,  0000059.939,    0000054.3015,  0055.9985012,     0090.047
     15.3432489, 0058.26684,      0043.716095,00021.2302,  0000041.8466
    14.07012197,      0071.459375,      087.7565152,0000000043.5,      000028.22247
    000056.4706,     93.32869,0098.269025,  00073.7926, 42.357268
      000071.777,    0000023.616, 027.3065,  010.33711541,00017.2401
      92.55361, 000087.6866,     000034.336,   0005.2878,  58.5230582
 000083.53272, 0016.79378,   000025.3739,  52.2056635,    00092.2623
 27.84671962,     0091.0659,      61.0948348,000064.96,  44.3194614
    00051.099339,    07.570479571,     00019.54782,    10.8446528,    0021.69083
   096.6403,030.068803,  00001.8045,   0067.396, 9.723272703
00031.246, 000076.301,   70.79094, 061.05977,   10.671214
    00022.0784, 0027.67117,  034.24061588,   04.906182,33.0586481
  059.386643,85.53628323,00060.904,    0061.152,   66.77263281
     000062.511,      0090.6577622, 0000017.197,     0000005.0997,  0000084.6895
  000075.5825,00044.393317,37.9641911,  77.485764,    4.05672849
   00000038.141,    057.0033569,   0000053.4774,      090.92086,      00053.630256
     028.7096,00091.984,   024.7229904,    0000073.016,      0000099.6917
 0000066.2585,   74.8706302,      96.26731799,00000060.98,     0067.00433
   28.25095402,   0000008.3379,  00000089.576,37.96020736,     0000083.3059
   073.4868968,00049.86925,  0013.477,  0008.3561,    022.371866
   000013.1004,     0000052.043,  91.801009,     0000016.677, 00028.801
    14.715907,     00096.492, 0072.2585045,0032.64927,    74.9962138
  087.08906342,    00008.866118,    078.4804,      049.774479,  13.6681679
     00057.9257,   00070.825, 0000064.4323,     78.4209481, 41.12530314
      006.3156, 000019.5464,    063.32979,      00000075.816,   00016.615032
      00088.59741,  04.37008652,     00007.742551,   000093.95427, 075.736254
   082.047887,0.20093031,   35.53123162, 0080.385,     00013.016
77.840009,   0021.7821131,      000086.252,  000051.2798,   00000067.71
 94.12674,   010.5246,     00010.6048,71.66199,      18.52198723
      0037.5794, 00024.254,      65.002865, 90.1187594,   009.3382513
     36.53184,   00073.363962,47.636524,   045.1614,    00042.96494
      032.031645,      00028.519,      0072.379,      40.69575822,    0083.132
    28.15381613, 0045.75574, 00000022.641,  70.38193588,0042.79757
  0046.3200859,   4.80954143, 00097.414827, 0070.41789,     0000031.545
      93.22652053, 0000058.4328,    00072.518,  00000062.644,  71.1704967
      0000012.744,     000098.746, 0082.366847,    0044.2794,   97.56845162
   02.777943,056.48051,    084.8433096, 000041.3846,   000071.1613
     00018.519,    0.266891158,      051.95087,      65.22101287,   0000005.8914
 34.2409465,     0095.5581,      054.120318, 00030.1699,    13.0036738
 000046.41176,  00000073.209,      0000048.0228,    13.5907793, 00025.81605
     052.18247,   0000098.7596,    0056.4345977, 91.00039886,      0028.7721719
      92.7538445,      68.12206664,0039.30136,0031.285167,     000032.693
  00028.584639,   018.349839,    9.8617352,15.49713986,  62.507749
 44.35613,      000012.4566,      92.89413281,     094.27063,    025.968735
   0057.045,   10.1411205,      061.25615,     0003.6439,      065.99766
   0053.4924,   000017.1,    0042.448274,  43.86119007,    0085.35204
  2.7706554,     36.30112046,     5.604943762,   067.45102,  44.64671966
     51.795894,47.16004114,  0048.0440559,0002.807596,0051.288417
  094.35333, 14.3752224,   38.46260936,    00061.90814,    0003.778116
 0096.9462,     00000029.665,    020.8928236,    94.88968448,   99.1439401
000071.8399,      038.754875,      00046.1698,      081.2234,     096.83062
   78.695363,  053.40659266,   000076.0585,63.9636889, 62.28248
    000031.1394,  00003.8575,   72.62919,40.81745772,     00002.73645
040.2388,    033.0945,  55.099051,0000027.0229,0000088.9551
020.98282,   0000.99661,51.3143776,      057.9692075,      00000088.154
    042.32217,36.2866131, 00081.135513,   000041.0245,017.660892
    049.038429,  0076.0696,   010.48708722,   0038.81242,46.100861
  90.56332521,      036.36841935,  48.7222271,  0038.887188,0069.7735
